id,name,description,category,therapeuticArea,prevalence,unmetNeedIndex,keyUnmetNeeds,wikipediaUrl,medlineUrl,opentargetsUrl,omimUrl,nordUrl,clinicalTrialsUrl,leadingPagWebsiteUs,keyCompanies,guidelineDrugs,pipelineActivity,scores.burdenUntreated,scores.burdenTreated,scores.safetyTolerability,scores.convenienceAdministration
stroke-hemorrhagic,Stroke | hemorrhagic,"Hemorrhagic stroke is bleeding in or around the brain from a ruptured vessel, often in older adults with hypertension, causing sudden neurologic deficits. Outcomes are difficult to improve because hematomas expand rapidly in the first hours and there is no proven therapy that reliably prevents expansion and improves function. In aneurysmal subarachnoid hemorrhage, delayed cerebral ischemia remains a major driver of deterioration, while nimodipine is burdensome and can cause hypotension. Anticoagulant associated bleeds add urgency but reversal options carry thromboembolic risk.",Neurology,Neurology,Uncommon,5.326,"- Hyperacute ICH hematoma-expansion arrest (≤2 hours from onset) that improves 180-day functional outcomes (mRS), not just CT hematoma volume.
- aSAH delayed cerebral ischemia (DCI) prevention with continuous prophylaxis/non-vasospasm mechanisms that avoid nimodipine-related hypotension/BP-driven interruptions and reduce q4h/21-day dosing burden.
- Safer, outcomes-improving reversal for Factor Xa–inhibitor–associated ICH that avoids andexanet’s thrombosis risk and addresses the post-Andexxa U.S. access gap.",https://en.wikipedia.org/wiki/Stroke,https://medlineplus.gov/hemorrhagicstroke.html,https://platform.opentargets.org/disease/EFO_0020921,https://www.omim.org/entry/614519,,https://clinicaltrials.gov/search?cond=Hemorrhagic+Stroke,https://www.stroke.org/,[object Object],[object Object],6,6,5,5,7
hydrocephalus,Hydrocephalus,"Hydrocephalus is a buildup of cerebrospinal fluid that compresses the brain, presenting in infants with enlarged head and bulging fontanelle and in older adults as slowly progressive gait impairment, cognitive slowing, and urinary incontinence. Care is still largely surgical via shunts, but durability is poor due to frequent blockage and infection, with about half of pediatric shunts failing within two years and driving repeat operations. Major unmet needs include longer lasting fluid control and effective non surgical options for shunt nonresponders and patients who are poor surgical candidates.",Neurology,Neurology,Uncommon,4.618,"- Drugs/biologics that prevent VP shunt obstruction and infection to extend revision-free shunt survival
- Anti-inflammatory/anti-fibrotic therapies to prevent post-hemorrhagic/post-infectious hydrocephalus progressing to shunt dependence
- Non-surgical pharmacotherapy for NPH/iNPH that improves cognition and urinary symptoms and treats non-responders/poor surgical candidates",https://en.wikipedia.org/wiki/Hydrocephalus,https://medlineplus.gov/hydrocephalus.html,https://platform.opentargets.org/disease/HP_0000238,https://www.omim.org/phenotypicSeries/PS236600,,https://clinicaltrials.gov/search?cond=Hydrocephalus,https://www.hydroassoc.org/,,,7,6,4,5,4
hymenolepiasis,Hymenolepiasis,"Hymenolepiasis is a worldwide intestinal infection caused by the dwarf tapeworm, typically acquired from egg contaminated food or water and concentrated in children and institutional settings with poor sanitation. Most cases are asymptomatic, but heavy infections can cause pruritus ani, sleep disruption, abdominal pain, diarrhea, and anorexia, and autoinfection can rapidly amplify worm burden. Management is complicated by easy person to person spread, the need for repeat dosing and cure confirmation, limited treatment alternatives in the United States, and an evidence gap for praziquantel safety in children under 4.",Infectious disease,Infectious disease,Uncommon,2.31,"- Single-course regimens that reliably break internal autoinfection/reinfection and improve ≥1‑month stool-clearance durability in high-risk (often pediatric/family-cluster) settings.
- Infant/toddler-ready oral therapy with established safety and dosing in children <4 years (ideally including ≤1 year).
- US-available alternative to praziquantel with a simpler, shorter regimen than multi-day niclosamide/nitazoxanide courses.",https://en.wikipedia.org/wiki/Hymenolepiasis,https://medlineplus.gov/ency/article/001378.htm,https://platform.opentargets.org/disease/EFO_0007317,,,https://clinicaltrials.gov/search?cond=Hymenolepiasis,,,[object Object],7,1,0,2,1
infectious-mononucleosis,Infectious mononucleosis,"Infectious mononucleosis is a contagious Epstein Barr virus illness that disproportionately affects teenagers and young adults, causing extreme fatigue, fever, and sore throat. Most recover in 2 to 4 weeks but fatigue can persist for months, and spleen enlargement can force about a month away from contact sports due to rupture risk. With no vaccine and no disease targeted therapy beyond supportive care, key unmet needs are preventing infection and shortening the prolonged fatigue and return to activity window.",Infectious disease,Infectious disease,Uncommon,2.89,"- EBV prophylactic vaccine to prevent symptomatic infectious mononucleosis in EBV‑seronegative adolescents/young adults.
- Early-start, short-course oral anti‑EBV therapy to shorten recovery/time off school-work and reduce risk of prolonged post‑IM fatigue (≥6 months).
- Therapy to rapidly reverse splenomegaly and lower spleen-rupture risk to shorten the ~4-week restriction from vigorous/contact sports.",https://en.wikipedia.org/wiki/Infectious_mononucleosis,https://medlineplus.gov/infectiousmononucleosis.html,https://platform.opentargets.org/disease/EFO_0007326,https://omim.org/entry/308240,,https://clinicaltrials.gov/search?cond=Infectious%20Mononucleosis,https://nickpiercefoundation.com/,[object Object],[object Object],7,3,2,2,3
heterophyiasis,Heterophyiasis,"Fish borne intestinal fluke infection acquired from eating raw or undercooked contaminated fish in endemic regions, often asymptomatic or causing intermittent abdominal pain and diarrhea but heavy infections can lead to ectopic egg migration with potentially fatal cardiac and reported brain involvement. Care relies on praziquantel yet some patients need multiple courses and use is constrained in infants under 1 year and by required breastfeeding interruption, creating demand for better tolerated, practical regimens for high burden disease and vulnerable populations.",Infectious disease,Infectious disease,Uncommon,2.249,"- Lower-toxicity, higher-bioavailability oral flukicide that preserves single-dose cure while reducing common praziquantel AEs (esp. in heavy worm burden)
- One-course curative regimen for heavy/diffuse or mixed trematode infections that currently may require multiple praziquantel courses/steroid adjuncts
- Infant- and breastfeeding-compatible therapy without current praziquantel age floor (<1 year) or breastfeeding interruption",https://en.wikipedia.org/wiki/Heterophyes_heterophyes,https://medlineplus.gov/druginfo/meds/a608048.html,https://platform.opentargets.org/disease/MONDO_0004662,,,https://clinicaltrials.gov/search?cond=Heterophyiasis,,,[object Object],7,1,0,3,1
human-granulocytic-anaplasmosis,Human granulocytic anaplasmosis,"Tick-borne infection (Anaplasma phagocytophilum) causing acute febrile illness with cytopenias and elevated liver enzymes, often in older adults in the US Midwest and Northeast; treatment depends on rapid doxycycline initiation despite frequent missed bite history, with no recommended post-bite prophylaxis and limited evidence-based alternatives for pregnancy or tetracycline allergy, making delayed diagnosis a key driver of rare but severe organ failure complications.",Infectious disease,Infectious disease,Rare,3.756,"- Non-tetracycline regimen with proven in‑vivo efficacy and pregnancy safety for pregnant patients or those with severe tetracycline allergy.
- True post‑tick‑bite prophylaxis (e.g., single‑dose/long‑acting) for high‑risk exposures (≥65 or immunocompromised).
- Rescue therapy (antibiotic or adjunct) that prevents progression to late/severe disease (respiratory failure, bleeding, organ failure) despite delayed treatment.",https://en.wikipedia.org/wiki/Human_granulocytic_anaplasmosis,https://medlineplus.gov/ency/article/001381.htm,https://platform.opentargets.org/disease/EFO_0000777,,https://rarediseases.org/mondo-disease/anaplasmosis/,https://clinicaltrials.gov/search?cond=%22Anaplasmosis%22%20OR%20%22Human%20Granulocytic%20Anaplasmosis%22%20OR%20%22Anaplasma%20phagocytophilum%22,https://www.globallymealliance.org/,,[object Object],7,3,2,3,3
hypertensive-heart-disease,Hypertensive heart disease,"Hypertensive heart disease is cumulative cardiac end organ damage from long standing high blood pressure, often detected late after silent remodeling into left ventricular hypertrophy and interstitial fibrosis with dyspnea, palpitations, and edema progressing to heart failure; key unmet needs are earlier detection and disease modifying approaches that prevent or reverse myocardial fibrosis beyond blood pressure control, with current add ons like spironolactone limited by hyperkalemia and lab monitoring burden.",Cardiovascular,Cardiovascular,Uncommon,3.952,"- Drugs that reverse myocardial fibrosis/histologic remodeling beyond BP control/LVH regression (including patients who develop LVH despite well-controlled BP).
- Therapies that prevent progression from LVH/diastolic dysfunction to overt HF (HFpEF/HFrEF) and reduce HF events in HHD.
- Cardio-protective add-ons (e.g., safer MR-pathway options) that avoid hyperkalemia risk and reduce/obviate potassium-monitoring requirements limiting MRA use.",https://en.wikipedia.org/wiki/Hypertensive_heart_disease,https://medlineplus.gov/ency/article/000163.htm,https://platform.opentargets.org/disease/MONDO_0001302,https://omim.org/entry/145500,,https://clinicaltrials.gov/search?cond=Hypertensive%20Heart%20Disease,,[object Object],[object Object],7,4,3,3,3
keratoacanthoma,Keratoacanthoma,"Rapidly growing, locally destructive sun related skin tumor in older fair skinned men, presenting as a 1 to 2 cm nodule with a central keratin plug on the face or upper limbs that may regress over months but often scars. Diagnostic overlap with squamous cell carcinoma makes watchful waiting risky so most patients undergo excision or Mohs surgery, creating unmet need for accurate diagnosis and scar sparing, well tolerated topical or intralesional options especially for multiple or recurrent lesions.",Dermatology,Dermatology,Rare,2.616,"- Scar-sparing non-surgical lesion clearance for solitary/recurrent KA in cosmetically sensitive or hard-to-excise sites (e.g., nose/face) and in poor surgical candidates
- “Diagnostic-ambiguity–proof” drug option usable when partial biopsy can’t reliably distinguish KA from invasive SCC
- Better-tolerated systemic/field therapy for high-lesion-burden KA (e.g., generalized eruptive disease) to reduce scarring without limiting systemic toxicity",https://en.wikipedia.org/wiki/Keratoacanthoma,https://medlineplus.gov/ency/article/000829.htm,https://platform.opentargets.org/disease/MONDO_0007842,https://omim.org/entry/132800,https://rarediseases.org/mondo-disease/familial-keratoacanthoma/,https://clinicaltrials.gov/search?cond=Keratoacanthoma,,[object Object],[object Object],7,2,1,3,1
renal-papillary-necrosis,Renal papillary necrosis,"Renal papillary necrosis is death of part or all of the kidney papillae, often triggered by analgesic overuse, diabetes related kidney disease, infection, sickle cell disease, or urinary tract obstruction, and presents with flank pain, hematuria, fever and dysuria, sometimes with tissue in the urine. Sloughed papillae can obstruct the ureter causing renal colic, acute kidney injury and urosepsis. Care is largely supportive and cause directed, with no disease specific therapy, leaving a need for treatments that prevent papillary ischemia, limit sloughing and better protect kidney function.",Nephrology,Nephrology,Uncommon,4.758,"- Renal-medullary “papilla salvage” cytoprotective therapy for high-risk etiologies (e.g., diabetes/NSAID exposure) to halt ongoing damage and prevent progression to kidney failure/dialysis/transplant
- Anti-necrosis/anti-sloughing therapy to reduce papillary sloughing (hematuria/ureteral colic) and prevent obstruction-driven infection and post-renal AKI
- Kidney-safe anti-infective or host-directed adjunct to prevent/tamp down severe RPN infections that can be fatal",https://en.wikipedia.org/wiki/Renal_papillary_necrosis,https://medlineplus.gov/ency/article/000488.htm,https://platform.opentargets.org/disease/EFO_1001004,,,https://clinicaltrials.gov/search?cond=Renal%20papillary%20necrosis,https://www.kidney.org/,,,7,5,4,4,6
allergy-legume,Allergy | legume,"Immunoglobulin E mediated allergy to legumes such as lentils and chickpeas, typically starting in early childhood, that can rapidly cause hives or swelling, vomiting, coughing or wheezing, and occasionally life threatening anaphylaxis. Management is still strict avoidance plus rescue epinephrine, yet accidental exposures and cross reactivity between legumes make avoidance unreliable and can broaden dietary restriction. There is no cure and approved immunotherapy is largely peanut specific, leaving demand for dose standardized legume immunotherapy and preventive biologics such as anti immunoglobulin E to reduce severe reactions after accidental exposure.",Immunology,Immunology,Uncommon,2.917,"- Licensed, dose-standardized lentil/chickpea/pea immunotherapy (e.g., OIT/EPIT) with validated protocols to reduce reactions after accidental exposure
- Multi-legume desensitization (or proven cross-desensitization) to reduce cascade avoidance in patients allergic to ≥2 legumes
- Biologic prophylaxis/adjunct (anti-IgE) to lower Type I/anaphylaxis risk from accidental exposure and enable safer, faster desensitization",https://en.wikipedia.org/wiki/Food_allergy,https://medlineplus.gov/foodallergy.html,https://platform.opentargets.org/disease/EFO_0009941,https://omim.org/entry/620532,,https://clinicaltrials.gov/search?term=(lentil%20OR%20chickpea%20OR%20pea%20OR%20legume)%20AND%20allergy,https://www.foodallergy.org/,[object Object],[object Object],6,2,1,3,4
leptospirosis,Leptospirosis,"Leptospirosis is a zoonotic bacterial infection acquired from water or soil contaminated with animal urine, often after flooding, ranging from a flu-like illness to severe multi-organ failure with jaundice, renal failure, hemorrhage, meningitis, and potentially fatal pulmonary hemorrhage. Key gaps are rapid, widely available diagnostics, better adjunctive care for severe lung involvement, simpler outpatient antibiotic regimens with fewer treatment reactions, and vaccines that provide durable cross-serovar protection.",Infectious disease,Infectious disease,Ultra-Orphan,2.615,"- Adjunct therapy that reduces mortality/ventilator days in severe leptospirosis with pulmonary hemorrhage/involvement.
- Simplified short-course oral antibiotic regimen for mild/outpatient leptospirosis with low failure and fewer adverse/Jarisch–Herxheimer reactions.
- Broadly protective, high-safety human vaccine for high-risk exposure groups (e.g., occupational/flood).",https://en.wikipedia.org/wiki/Leptospirosis,https://medlineplus.gov/ency/article/001376.htm,https://platform.opentargets.org/disease/EFO_0007344,,https://rarediseases.org/rare-diseases/leptospirosis/,https://clinicaltrials.gov/search?cond=Leptospirosis,,,[object Object],7,3,2,3,3
loiasis,Loiasis,"Loiasis is a deerfly transmitted filarial infection in West and Central African rainforests where adult worms live in subcutaneous tissues and symptoms are often silent until episodic Calabar swellings or visible eye worm migration. The clinical bottleneck is treatment safety because rapid parasite killing in patients with high microfilarial loads can trigger severe neurologic toxicity, forcing quantitative blood smears, careful risk stratification, and slow load reduction or apheresis before diethylcarbamazine. This leaves demand for practical short course oral regimens that quickly reduce microfilaremia and clear adult worms with fewer inflammatory reactions.",Infectious disease,Infectious disease,Uncommon,2.946,"- Non-encephalopathy-inducing microfilaricidal/macrofilariacidal therapy for hypermicrofilaremic patients (≥8,000 mf/mL) to avoid apheresis/monitoring-intensive pre-reduction.
- Short-course (3–5 day) oral microfilaremia-reducing regimen to replace slow/long pretreatment approaches.
- Low-reaction parasiticidal drugs or adjuncts to prevent treatment-triggered inflammatory syndromes (e.g., Calabar swelling/pruritus/eosinophilia) and reduce need for steroids/antihistamines.",https://en.wikipedia.org/wiki/Loa_loa_filariasis,No dedicated MedlinePlus URL for loiasis,https://platform.opentargets.org/disease/EFO_1000729,,,https://clinicaltrials.gov/search?cond=Loiasis,,,[object Object],7,2,1,4,4
ideomotor-apraxia,Ideomotor apraxia,"Ideomotor apraxia is an acquired disorder of skilled action, often after stroke or early neurodegeneration, where patients cannot perform learned movements on request despite intact strength and comprehension. It undermines independence in everyday self care and tool use through breakdowns in multistep tasks. Care is largely occupational and other rehabilitation rather than disease modifying therapy, and benefits are often task specific with limited durable transfer to real world function. Key unmet needs are scalable treatments that produce lasting, generalizable improvements across daily activities, with adjunct approaches like noninvasive neuromodulation emerging.",Neurology,Neurology,Uncommon,5.204,"- Restorative symptomatic drug therapy for post–left-hemisphere stroke ideomotor/limb apraxia that reduces basic ADL dependency (grooming/bathing/toileting)
- Adjunct drug delivering durable, task-generalizable improvements that transfer to untrained daily activities
- Home-administered therapy that reduces the time/logistics burden of intensive rehab while maintaining functional gains",https://en.wikipedia.org/wiki/Ideomotor_apraxia,https://medlineplus.gov/ency/article/007472.htm,https://platform.opentargets.org/disease/EFO_1000980,,https://rarediseases.org/rare-diseases/apraxia/,https://clinicaltrials.gov/search?cond=Ideomotor%20Apraxia,,,,7,6,5,2,6
idiopathic-progressive-polyneuropathy,Idiopathic progressive polyneuropathy,"Idiopathic progressive polyneuropathy is a chronic, slowly progressive peripheral nerve disorder in older adults with no identifiable cause despite testing, causing extremity numbness and tingling, burning or shooting pain, and balance loss that drives falls and functional decline. Care is largely symptomatic with neuropathic pain agents that often cause drowsiness or dizziness, leaving major unmet need for disease modifying neuroprotection and better tolerated pain control that preserves mobility and daily function.",Neurology,Neurology,Uncommon,3.465,"- Disease-modifying therapy that slows axonal neuropathy progression and improves mobility/balance and basic ADLs in late-adulthood CIAP/CSPN.
- Analgesics for painful CIAP/CSPN that achieve substantially higher ≥50% pain-responder rates with fewer discontinuations than current oral standards.
- Better-tolerated, simpler-to-use options for older adults (non-sedating/peripherally restricted, fewer daily doses; potentially localized/topical).",https://en.wikipedia.org/wiki/Polyneuropathy,https://medlineplus.gov/peripheralnervedisorders.html,https://platform.opentargets.org/disease/EFO_0009562,,https://rarediseases.org/rare-diseases/peripheral-neuropathy/,https://clinicaltrials.gov/search?cond=%22Chronic+Idiopathic+Axonal+Polyneuropathy%22+OR+%22Cryptogenic+Sensory+Peripheral+Neuropathy%22,https://www.foundationforpn.org/,,[object Object],7,3,2,4,3
non-small-cell-lung-cancer-non-squamous,Non-small cell lung cancer | non-squamous,"Metastatic nonsquamous non-small cell lung cancer is a common lung adenocarcinoma of older adults (median age ~71) that causes progressive cough, dyspnea, chest pain and weight loss. First-line chemo-immunotherapy has improved outcomes, but many patients have few effective options after progression and brain metastases are frequent and difficult to control due to blood–brain barrier limits and resistance. Hard-to-treat molecular subsets such as STK11 or KEAP1 altered tumors have poor prognosis, underscoring the need for more durable systemic control and effective therapies in the central nervous system.",Oncology,Oncology,Uncommon,4.999,"- Higher-ORR/OS 2L+ therapies post–chemo-immunotherapy (esp. poor-prognosis STK11/KEAP1 subsets) vs modest docetaxel outcomes
- Systemic NSCLC treatments with reliable, durable intracranial responses for patients with brain metastases
- 1L regimens matching KEYNOTE-189 efficacy with fewer serious AEs/discontinuations and simpler (less burdensome) administration than multi-drug Q3W IV chemo-IO",https://en.wikipedia.org/wiki/Non-small-cell_lung_cancer,https://medlineplus.gov/ency/article/007194.htm,https://platform.opentargets.org/disease/EFO_0000571,https://omim.org/entry/211980,,https://clinicaltrials.gov/search?cond=Non-squamous%20Non-small%20Cell%20Lung%20Cancer,https://www.lungevity.org/,[object Object],[object Object],1,7,6,5,4
gastritis-lymphocytic,Gastritis | lymphocytic,"Rare, biopsy defined inflammatory stomach disorder marked by increased intraepithelial lymphocytes, often associated with celiac disease or Helicobacter pylori but idiopathic in some cases. Symptoms are nonspecific such as dyspepsia, nausea, abdominal pain, diarrhea, weight loss and iron deficiency anemia, and endoscopy may appear normal. Treatment is largely symptomatic acid suppression and treating underlying triggers when found, with a thin prospective evidence base and limited options for durable histologic remission or refractory anemia and malabsorption when the trigger is unclear.",Gastroenterology,Gastroenterology,Uncommon,2.981,"- Histology-normalizing, durable-remission therapy for idiopathic/unknown-etiology lymphocytic gastritis
- Lower-pill-burden H. pylori eradication strategy for LG patients with proven infection
- Complication-directed therapy for refractory LG with iron-deficiency anemia/malabsorption",,https://medlineplus.gov/ency/article/001150.htm,https://platform.opentargets.org/disease/MONDO_0002844,,,https://clinicaltrials.gov/search?cond=Lymphocytic%20gastritis,,,[object Object],7,2,1,3,4
macular-hole,Macular hole,"Macular hole is a full thickness defect of the fovea causing painless, progressive central vision loss with distortion and a central scotoma, most often in women over 65. Treatment is largely surgical pars plana vitrectomy with internal limiting membrane peeling and gas tamponade, but many patients face postoperative burden such as days of face down positioning and complications like cataract, and larger holes are more likely to fail closure, leaving a need for less burdensome, more reliable repair especially for large or recurrent holes.",Ophthalmology,Ophthalmology,Uncommon,3.582,"- Non-surgical pharmacologic closure for VMT-associated small full-thickness macular holes to avoid vitrectomy.
- Adjunct/regenerative therapies to improve closure and visual outcomes in “difficult” holes (large, chronic, high-myopia, RD-associated, or refractory/failed surgery).
- Therapies that reduce post-vitrectomy morbidity and recovery burden (notably cataract prevention/delay and less face-down posturing).",https://en.wikipedia.org/wiki/Macular_hole,https://medlineplus.gov/retinaldisorders.html,https://platform.opentargets.org/disease/EFO_1001028,,,https://clinicaltrials.gov/search?cond=Macular%20Hole,,,[object Object],7,3,2,4,5
intestinal-impaction,Intestinal impaction,"Fecal impaction is a large, hard stool mass lodged in the rectum, disproportionately affecting frail hospitalized or institutionalized older adults and causing total constipation with abdominal distension and pain, sometimes with overflow diarrhea. Care is often invasive, relying on enemas and manual disimpaction, and can be risky in comorbid patients since some enemas, such as sodium phosphate, can trigger serious toxicity including phosphate nephropathy, underscoring the need for safer, easier, less traumatic options.",Gastroenterology,Gastroenterology,Uncommon,3.733,"- Rapid, non-invasive disimpaction drug for elderly hospitalized/institutionalized patients to avoid repeated enemas/manual or OR/anesthesia removal
- Fast-onset “enema-equivalent” disimpaction option safer than sodium-phosphate (usable in ≥55 and renal/cardiac/dehydration-risk patients)
- Post-disimpaction maintenance therapy to prevent recurrent impaction in high-risk frail elderly (esp. opioid-exposed/bedridden)",https://en.wikipedia.org/wiki/Fecal_impaction,https://medlineplus.gov/ency/article/000230.htm,https://platform.opentargets.org/disease/MONDO_0004565,,,https://clinicaltrials.gov/search?cond=%22Fecal%20Impaction%22%20OR%20%22Intestinal%20Impaction%22,https://iffgd.org/,,[object Object],7,5,2,4,6
stroke-acute-ischemic,Stroke | acute ischemic,"Acute ischemic stroke is caused by a clot blocking a brain blood vessel, cutting off oxygen so brain cells begin dying within minutes and leaving a high risk of lasting disability or death, especially in older adults with risk factors such as high blood pressure and diabetes. The central unmet need is faster, more reliable reperfusion and neuroprotection that can be delivered broadly and safely, since many patients arrive too late or are ineligible for current acute interventions and outcomes depend heavily on minutes-to-treatment.",Neurology,Neurology,Common,5.27,"- Prehospital/ED neuroprotection scalable to AIS patients who never receive reperfusion
- Next-gen thrombolytic/adjunct that maintains reperfusion benefit but lowers symptomatic intracranial hemorrhage risk
- Add-on neuroprotection or reperfusion-injury mitigation to improve 90-day functional independence (mRS 0–2) after EVT/IVT",https://en.wikipedia.org/wiki/Cerebral_infarction,https://medlineplus.gov/ischemicstroke.html,https://platform.opentargets.org/disease/HP_0002140,https://www.omim.org/entry/601367,,https://clinicaltrials.gov/search?cond=Acute%20Ischemic%20Stroke,https://www.stroke.org/,[object Object],[object Object],5,6,5,5,6
kleptomania,Kleptomania,"Kleptomania is a chronic psychiatric impulse control disorder marked by recurrent, irresistible urges to steal unneeded items, often cycling from mounting tension to brief relief and then guilt and shame. Patients frequently present late, after legal consequences, and commonly have comorbid depression, anxiety, substance misuse, and suicidality that complicate care. Treatment relies on psychotherapy and off label medications, but there is no Food and Drug Administration approved drug and no standard regimen, leaving a clear unmet need for scalable, evidence based, disease targeted interventions that reliably reduce urges and prevent relapse.",Psychiatry,Psychiatry,Uncommon,4.215,"- First FDA-approved pharmacotherapy with durable symptom control (sustained K‑YBOCS/K‑SAS and reduced real-world stealing)
- Medications proven safe/effective in high-comorbidity, higher-risk patients (incl. SUD and suicidality)
- Better-tolerated, lower-burden long-term options that reduce reliance on frequent psychotherapy and minimize adverse effects (e.g., nausea)",https://en.wikipedia.org/wiki/Kleptomania,https://medlineplus.gov/mentaldisorders.html,https://platform.opentargets.org/disease/MONDO_0001520,,,https://clinicaltrials.gov/search?cond=Kleptomania,,,,7,4,3,4,5
kwashiorkor,Kwashiorkor,"Kwashiorkor is an edematous form of severe acute malnutrition typically emerging around weaning onto protein poor diets, causing swelling, distended abdomen, diarrhea, skin and hair changes, lethargy, and frequent infections, and can be fatal or leave disability if treated late. Care is largely protocolized nutritional rehabilitation plus empiric infection and electrolyte management, yet early deaths still cluster around clinically silent infection, dehydration, and electrolyte shifts during refeeding. Longer term, many children relapse or fail to regain durable gut and developmental health after ready to use therapeutic foods stop, driving interest in adjuncts targeting oxidative stress and the gut microbiome.",Nutrition,Nutrition,Uncommon,4.5,"- Drug-like adjuncts to prevent early stabilization-phase mortality from diarrhea/malabsorption and refeeding-syndrome electrolyte shifts, shortening time-to-stabilization vs F-75 protocols.
- Redox/antioxidant small-molecule adjuncts (e.g., cysteine/N-acetylcysteine) to correct glutathione depletion and speed kwashiorkor edema/skin-sign resolution vs nutrition-only rehab.
- Microbiome-directed therapeutics (e.g., defined live biotherapeutics) to prevent relapse after RUTF and improve durable neurodevelopmental/cognitive outcomes beyond short-term anthropometrics.",https://en.wikipedia.org/wiki/Kwashiorkor,https://medlineplus.gov/ency/article/001604.htm,https://platform.opentargets.org/disease/EFO_1001009,,,https://clinicaltrials.gov/search?cond=Kwashiorkor,,,[object Object],7,5,4,4,6
lateral-medullary-syndrome,Lateral medullary syndrome,"Lateral medullary (Wallenberg) syndrome is a posterior circulation brainstem stroke from vertebral or posterior inferior cerebellar artery infarction, causing vertigo, ataxia, crossed sensory loss and frequent dysphagia with dysphonia. Treatment is constrained by the narrow reperfusion window and imaging selected extensions, leaving many patients managed supportively. Dysphagia affects roughly 51 to 94 percent and drives aspiration pneumonia, malnutrition, increased mortality and poor quality of life, underscoring the need for better acute identification and durable swallowing restorative therapies.",Neurology,Neurology,Rare,3.962,"- Non-hemorrhagic acute reperfusion/penumbral-salvage therapy for lateral medullary infarction usable beyond the <4.5h IV alteplase window.
- Swallow-restoring drug therapy for severe post–lateral medullary syndrome dysphagia to reduce aspiration-pneumonia risk and accelerate return to oral diet.
- Neurorecovery adjunct to improve 1-year functional independence (shift mRS outcomes) in high-risk patients (e.g., presenting with dysphagia).",https://en.wikipedia.org/wiki/Lateral_medullary_syndrome,https://medlineplus.gov/stroke.html,https://platform.opentargets.org/disease/EFO_1001011,,https://rarediseases.org/gard-rare-disease/wallenberg-syndrome/,https://clinicaltrials.gov/search?cond=Lateral%20Medullary%20Syndrome,https://www.stroke.org/,,[object Object],7,5,3,5,5
lichen-nitidus,Lichen nitidus,"Lichen nitidus is a rare inflammatory dermatosis, usually in children or young adults, causing crops of tiny shiny flat topped skin colored papules on the forearms and hands, trunk, and sometimes genital skin, often asymptomatic aside from mild itch but cosmetically distressing. Many cases self resolve, yet generalized or persistent disease can be unpredictable, and today’s empiric options such as topical corticosteroids, topical tacrolimus, and phototherapy have inconsistent responses and meaningful treatment burden, creating demand for reliable evidence backed steroid sparing therapies that can clear extensive disease.",Dermatology,Dermatology,Rare,2.639,"- Predictable, evidence-backed therapy that rapidly clears generalized/persistent lichen nitidus (vs years-long spontaneous resolution) and relieves itch/cosmetic distress.
- Steroid-sparing topical suitable for pediatric + genital/thin-skin disease to avoid topical-corticosteroid toxicity.
- Convenient drug alternative to replace burdensome multi-session phototherapy (e.g., NB‑UVB/PUVA) for extensive/generalized disease.",https://en.wikipedia.org/wiki/Lichen_nitidus,https://medlineplus.gov/ency/imagepages/2202.htm,https://platform.opentargets.org/disease/EFO_1000725,,,https://clinicaltrials.gov/search?cond=Lichen+nitidus,,,[object Object],7,1,1,3,1
lingual-facial-buccal-dyskinesia,Lingual-facial-buccal dyskinesia,"Classic orofacial tardive dyskinesia from chronic dopamine receptor blocking drugs, often appearing months to years after exposure and persisting despite stopping. Repetitive lip, tongue, and jaw movements can disrupt speaking, chewing, and swallowing, with weight loss and aspiration risk. Biggest gaps are durable symptom control and therapies that fit older, polypharmacy heavy patients given vesicular monoamine transporter 2 inhibitor tradeoffs such as sedation, QT prolongation risk, drug induced parkinsonism, and dosing or interaction burdens.",Neurology,Neurology,Uncommon,2.923,"- Restore speech/chewing/swallowing function and reduce aspiration/weight-loss risk in lingual–facial–buccal tardive dyskinesia (beyond AIMS score improvement)
- Avoid VMAT2-inhibitor liabilities (somnolence/sedation, QT prolongation constraints, drug-induced parkinsonism) to enable safer use in older/comorbid polypharmacy patients
- Minimize CYP2D6/CYP3A4 interaction-driven dose limits and simplify dosing/administration (no with-food/divided-dose requirements) to improve compatibility with psychiatric comedications",https://en.wikipedia.org/wiki/Tardive_dyskinesia,https://medlineplus.gov/ency/article/000685.htm,https://platform.opentargets.org/disease/MONDO_0006732,https://www.omim.org/entry/272620,,https://clinicaltrials.gov/search?cond=Tardive%20Dyskinesia,https://tdhelp.org/,[object Object],[object Object],7,2,1,3,3
